508092	9458574	24M	1	ANFÍBIO
508168	9458627	24M	1	ANFÍBIO
530111	9476768	24M	1	ANFÍBIO
530171	9476714	24M	1	ANFÍBIO
527147	9473999	24M	1	ANFÍBIO
530037	9476661	24M	1	ANFÍBIO
530037	9476666	24M	1	ANFÍBIO
530042	9476666	24M	1	ANFÍBIO
530222	9476846	24M	1	ANFÍBIO
530762	9477520	24M	1	ANFÍBIO
512806	9461821	24M	1	AVE
520481	9468324	24M	1	AVE
501468	9453720	24M	1	AVE
507698	9458319	24M	1	AVE
508375	9458772	24M	1	AVE
507478	9458172	24M	1	AVE
521692	9469347	24M	1	AVE
529334	9475874	24M	1	AVE
501864	9454051	24M	1	AVE
502963	9454980	24M	1	AVE
503289	9455256	24M	1	AVE
507743	9458350	24M	1	AVE
507843	9458409	24M	1	AVE
508181	9458633	24M	1	AVE
508959	9459153	24M	1	AVE
522245	9469821	24M	1	AVE
527757	9474470	24M	1	AVE
530115	9476749	24M	1	AVE
530505	9477185	24M	1	AVE
509212	9459332	24M	1	AVE
509259	9459362	24M	1	AVE
525790	9472831	24M	1	AVE
528244	9474796	24M	1	AVE
503149	9455139	24M	1	AVE
505721	9456987	24M	1	AVE
508858	9459092	24M	1	AVE
509171	9459303	24M	1	AVE
514709	9463411	24M	1	AVE
516869	9465248	24M	1	AVE
522382	9469928	24M	1	AVE
527501	9474284	24M	1	AVE
527668	9474401	24M	1	AVE
527970	9474609	24M	1	AVE
507756	9458348	24M	1	AVE
507781	9458374	24M	1	AVE
517019	9465367	24M	1	AVE
523630	9470986	24M	1	AVE
500158	9453052	24M	1	AVE
500171	9453067	24M	1	AVE
501602	9453824	24M	1	AVE
521996	9469601	24M	1	AVE
529663	9476235	24M	1	AVE
512703	9461733	24M	1	AVE
512938	9461937	24M	1	AVE
514952	9463625	24M	1	AVE
523916	9471243	24M	1	AVE
513686	9462566	24M	1	AVE
516230	9464697	24M	1	AVE
515770	9464317	24M	1	AVE
510428	9460137	24M	1	AVE
525794	9472837	24M	1	AVE
527865	9474536	24M	1	AVE
509056	9459221	24M	1	AVE
506679	9457636	24M	1	AVE
506661	9457623	24M	1	AVE
524575	9471799	24M	1	AVE
524627	9471848	24M	1	AVE
528888	9475376	24M	1	AVE
507640	9458270	24M	1	AVE
507830	9458398	24M	1	AVE
507877	9458430	24M	1	AVE
510046	9459887	24M	1	AVE
522142	9469735	24M	1	AVE
509140	9459280	24M	1	AVE
518619	9466729	24M	1	AVE
525227	9472359	24M	1	AVE
510880	9460437	24M	1	AVE
509959	9459827	24M	1	AVE
521449	9469149	24M	1	AVE
522959	9470431	24M	1	AVE
524786	9471973	24M	1	AVE
502298	9454428	24M	1	AVE
503480	9455414	24M	1	AVE
507100	9457920	24M	1	AVE
507284	9458043	24M	1	AVE
518623	9466743	24M	1	AVE
515833	9464360	24M	1	AVE
518692	9466800	24M	1	AVE
500245	9451553	24M	1	AVE
505001	9456515	24M	1	AVE
505637	9456929	24M	1	AVE
507491	9458171	24M	1	AVE
518263	9466435	24M	1	AVE
521351	9469056	24M	1	AVE
523223	9470651	24M	1	AVE
525758	9472811	24M	1	AVE
503765	9455657	24M	1	AVE
527192	9474031	24M	1	AVE
505242	9456677	24M	1	AVE
506972	9457834	24M	1	AVE
507223	9458001	24M	1	AVE
527322	9474134	24M	1	AVE
527418	9474217	24M	1	AVE
517051	9465394	24M	1	AVE
513194	9462148	24M	1	AVE
510034	9459869	24M	1	AVE
508951	9459157	24M	1	AVE
522144	9469736	24M	1	AVE
509475	9459496	24M	1	AVE
510019	9459868	24M	1	AVE
521691	9469341	24M	1	AVE
528356	9474873	24M	1	AVE
501038	9453463	24M	1	AVE
530030	9476645	24M	1	AVE
501169	9453502	24M	1	AVE
500252	9451486	24M	1	MAMÍFERO
500578	9453333	24M	1	MAMÍFERO
501218	9453524	24M	1	MAMÍFERO
518574	9466694	24M	1	MAMÍFERO
529159	9475672	24M	1	MAMÍFERO
502969	9454987	24M	1	MAMÍFERO
504529	9456200	24M	1	MAMÍFERO
530789	9477555	24M	1	MAMÍFERO
505471	9456818	24M	1	MAMÍFERO
518086	9466275	24M	1	MAMÍFERO
518661	9466771	24M	1	MAMÍFERO
522915	9470391	24M	1	MAMÍFERO
523139	9470580	24M	1	MAMÍFERO
530660	9477385	24M	1	MAMÍFERO
525742	9472786	24M	1	MAMÍFERO
526983	9473846	24M	1	MAMÍFERO
514570	9463303	24M	1	MAMÍFERO
530165	9476806	24M	1	MAMÍFERO
